PARTYEAR,Month_Ending,FY_Start_Date,FY_End_Date,TRETSPEF,TRETSPEF_DESCRIPTION,FCE,FCEs_With_Procedure,Ordinary_Admission_Episodes,FCE_DAY_CASES,FCE_DAY_WITH_PROCEDURE,FAE,EMERGENCY,Total_Appointments,Attended_Appointments,DNA_Appointments,First_Attendance,Follow_Up_Attendance,Latest_Month_Flag
202013,31MAR21,01APR20,31MAR21,&,Not Known,617,330,465,152,111,563,108,11437,9567,645,1754,7782,1
202013,31MAR21,01APR20,31MAR21,100,General Surgery,107160,71679,69514,37646,34983,95351,51040,242212,195416,13142,73955,121461,1
202013,31MAR21,01APR20,31MAR21,101,Urology,51870,41815,24122,27748,25188,47909,11217,326256,251991,17142,71874,180117,1
202013,31MAR21,01APR20,31MAR21,102,Transplantation Surgery,938,707,744,194,183,723,294,8249,6432,476,517,5915,1
202013,31MAR21,01APR20,31MAR21,103,Breast Surgery,5541,5314,1763,3778,3657,5480,98,161131,134478,6518,69251,65227,1
202013,31MAR21,01APR20,31MAR21,104,Colorectal Surgery,23848,19906,8091,15757,14834,21596,3478,105310,82972,5603,37624,45348,1
202013,31MAR21,01APR20,31MAR21,105,Hepatobiliary & Pancreatic Surgery,2571,1734,2246,325,297,1698,746,9445,7359,500,1836,5523,1
202013,31MAR21,01APR20,31MAR21,106,Upper Gastrointestinal Surgery,7719,6124,3616,4103,3913,6646,1756,21059,16527,1503,7212,9315,1
202013,31MAR21,01APR20,31MAR21,107,Vascular Surgery,7313,5571,5467,1846,1666,5841,2284,55702,41100,3610,17327,23773,1
202013,31MAR21,01APR20,31MAR21,108,Spinal Surgery Service,3549,2970,2000,1549,1484,3232,670,32254,25520,1621,8109,17411,1
202013,31MAR21,01APR20,31MAR21,109,Bariatric Surgery Service,,,,,,,,9,7,2,0,7,1
202013,31MAR21,01APR20,31MAR21,110,Trauma & Orthopaedics,62117,51909,40661,21456,20467,55721,20917,642503,518085,36545,175631,342448,1
202013,31MAR21,01APR20,31MAR21,111,,,,,,,,,1,1,0,0,1,1
202013,31MAR21,01APR20,31MAR21,120,"Ear, Nose & Throat (ENT)",15086,12043,8364,6722,6343,14373,4925,279289,210423,20334,85973,124450,1
202013,31MAR21,01APR20,31MAR21,130,Ophthalmology,56510,53561,2469,54041,51941,56312,905,808378,626211,54462,148050,476330,1
202013,31MAR21,01APR20,31MAR21,140,Oral Surgery,8399,7770,1233,7166,6786,8282,688,82664,63817,6347,27506,35592,1
202013,31MAR21,01APR20,31MAR21,141,Restorative Dentistry,416,405,7,409,399,415,1,32126,24648,1758,3534,19272,1
202013,31MAR21,01APR20,31MAR21,142,Paediatric Dentistry,1404,1265,39,1365,1227,1404,4,11637,8547,1149,2436,5941,1
202013,31MAR21,01APR20,31MAR21,143,Orthodontics,39,36,5,34,34,38,3,66534,50773,4220,3549,47053,1
202013,31MAR21,01APR20,31MAR21,144,Maxillo Facial Surgery,6691,5764,2179,4512,4192,6509,1354,58314,43521,4533,16371,27150,1
202013,31MAR21,01APR20,31MAR21,145,Oral and Maxillofacial Surgery,5,5,0,5,5,5,0,5,5,0,5,0,1
202013,31MAR21,01APR20,31MAR21,150,Neurosurgery,6300,5233,5371,929,855,4981,1868,42438,32195,2140,10427,21768,1
202013,31MAR21,01APR20,31MAR21,160,Plastic Surgery,17689,15633,4832,12857,11919,17372,3297,103410,79395,5803,23531,55478,1
202013,31MAR21,01APR20,31MAR21,161,Burns Care,447,276,410,37,35,405,317,6814,5688,350,1348,4340,1
202013,31MAR21,01APR20,31MAR21,170,Cardiothoracic Surgery,736,628,722,14,10,513,92,4520,3612,136,1223,2389,1
202013,31MAR21,01APR20,31MAR21,171,Paediatric Surgery,4230,3262,2630,1600,1508,3726,1289,21661,16024,1418,6678,9346,1
202013,31MAR21,01APR20,31MAR21,172,Cardiac Surgery,1799,1461,1790,9,7,1171,224,6024,4997,197,1490,3507,1
202013,31MAR21,01APR20,31MAR21,173,Thoracic Surgery,1744,1510,1681,63,59,1537,224,6320,5355,232,1409,3946,1
202013,31MAR21,01APR20,31MAR21,174,Cardiothoracic Transplantation,117,92,97,20,19,110,31,643,572,15,36,536,1
202013,31MAR21,01APR20,31MAR21,180,Accident & Emergency (A&E),55141,12992,55088,53,41,54352,54241,18863,16115,905,11809,4306,1
202013,31MAR21,01APR20,31MAR21,190,Anaesthetics,1060,702,433,627,391,806,142,89945,75685,3364,33584,42101,1
202013,31MAR21,01APR20,31MAR21,191,Pain Management,8153,7818,152,8001,7700,8052,48,77853,62222,5808,16108,46114,1
202013,31MAR21,01APR20,31MAR21,192,Critical Care Medicine,3337,2060,3334,3,2,1127,957,1124,930,71,402,528,1
202013,31MAR21,01APR20,31MAR21,199,"Non-UK Provider; specialty function not known, treatment mainly surgical",541,0,541,0,0,198,73,34,0,4,0,0,1
202013,31MAR21,01APR20,31MAR21,211,Paediatric Urology,1464,1326,517,947,897,1441,127,10546,7604,774,2332,5272,1
202013,31MAR21,01APR20,31MAR21,212,Paediatric Transplantation Surgery,19,12,7,12,7,17,1,16,9,0,2,7,1
202013,31MAR21,01APR20,31MAR21,213,Paediatric Gastrointestinal Surgery,3,2,2,1,1,3,1,11,8,1,7,1,1
202013,31MAR21,01APR20,31MAR21,214,Paediatric Trauma and Orthopaedics,1864,1601,1288,576,504,1771,594,38921,28732,2844,11271,17461,1
202013,31MAR21,01APR20,31MAR21,215,Paediatric Ear Nose and Throat,1590,1418,818,772,747,1541,207,19853,14088,1515,5108,8980,1
202013,31MAR21,01APR20,31MAR21,216,Paediatric Ophthalmology,393,365,83,310,299,387,17,45542,32014,4914,8459,23555,1
202013,31MAR21,01APR20,31MAR21,217,Paediatric Maxillo-facial Surgery,276,231,165,111,107,270,135,2116,1595,126,625,970,1
202013,31MAR21,01APR20,31MAR21,218,Paediatric Neurosurgery,746,597,537,209,195,605,170,3256,2622,166,577,2045,1
202013,31MAR21,01APR20,31MAR21,219,Paediatric Plastic Surgery,1353,1188,779,574,529,1330,514,9692,7859,610,2623,5236,1
202013,31MAR21,01APR20,31MAR21,220,Paediatric Burns Care,297,233,250,47,45,285,200,2857,2503,150,541,1962,1
202013,31MAR21,01APR20,31MAR21,221,Paediatric Cardiac Surgery,306,270,301,5,3,179,9,188,170,5,85,85,1
202013,31MAR21,01APR20,31MAR21,222,Paediatric Thoracic Surgery,,,,,,,,8,8,0,2,6,1
202013,31MAR21,01APR20,31MAR21,223,Paediatric Epilepsy,54,42,41,13,12,50,8,5429,4285,302,660,3625,1
202013,31MAR21,01APR20,31MAR21,241,Paediatric Pain Management,1,1,0,1,1,1,0,496,390,36,75,315,1
202013,31MAR21,01APR20,31MAR21,242,Paediatric Intensive Care,711,494,708,3,1,284,223,247,218,29,23,195,1
202013,31MAR21,01APR20,31MAR21,251,Paediatric Gastroenterology,2650,2351,608,2042,1930,2543,148,14314,10551,959,2106,8445,1
202013,31MAR21,01APR20,31MAR21,252,Paediatric Endocrinology,1043,927,147,896,843,1016,31,11164,8350,718,1452,6898,1
202013,31MAR21,01APR20,31MAR21,253,Paediatric Clinical Haematology,2799,2439,648,2151,2047,2717,257,9293,7558,475,912,6646,1
202013,31MAR21,01APR20,31MAR21,254,Paediatric Audiological Medicine,35,33,6,29,28,35,1,8564,6273,770,2505,3768,1
202013,31MAR21,01APR20,31MAR21,255,Paediatric Clinical Immunology and Allergy,809,597,44,765,565,801,7,10915,7602,817,2389,5213,1
202013,31MAR21,01APR20,31MAR21,256,Paediatric Infectious Diseases,139,56,81,58,17,101,34,1039,739,99,235,504,1
202013,31MAR21,01APR20,31MAR21,257,Paediatric Dermatology,318,233,71,247,177,316,8,18658,13322,1612,4162,9160,1
202013,31MAR21,01APR20,31MAR21,258,Paediatric Respiratory Medicine,1294,1028,1013,281,256,1164,194,16176,12016,1219,2870,9146,1
202013,31MAR21,01APR20,31MAR21,259,Paediatric Nephrology,1033,870,277,756,709,963,92,7777,5983,438,693,5290,1
202013,31MAR21,01APR20,31MAR21,260,Paediatric Medical Oncology,4007,3372,1248,2759,2529,3874,415,8664,7371,246,383,6988,1
202013,31MAR21,01APR20,31MAR21,261,Paediatric Metabolic Disease,242,177,78,164,139,235,23,1939,1487,143,135,1352,1
202013,31MAR21,01APR20,31MAR21,262,Paediatric Rheumatology,838,693,116,722,600,826,29,6369,4922,366,862,4036,1
202013,31MAR21,01APR20,31MAR21,263,Paediatric Diabetic Medicine,107,14,96,11,7,73,52,14393,11463,941,412,11051,1
202013,31MAR21,01APR20,31MAR21,264,Paediatric Cystic Fibrosis,120,97,48,72,64,114,7,2049,1599,63,62,1537,1
202013,31MAR21,01APR20,31MAR21,280,Paediatric Interventional Radiology,64,63,31,33,32,39,1,208,174,0,48,126,1
202013,31MAR21,01APR20,31MAR21,290,Community Paediatrics,32,20,10,22,18,31,6,35084,28445,2637,6164,22281,1
202013,31MAR21,01APR20,31MAR21,291,Paediatric Neuro-disability,40,36,16,24,23,40,2,9009,7196,577,1527,5669,1
202013,31MAR21,01APR20,31MAR21,300,General Medicine,327652,103069,310377,17275,14580,231305,210921,129031,109806,5411,50245,59551,1
202013,31MAR21,01APR20,31MAR21,301,Gastroenterology,129470,109225,28057,101413,96975,107642,3997,268351,209271,16881,69769,139462,1
202013,31MAR21,01APR20,31MAR21,302,Endocrinology,12192,5187,9562,2630,2502,4887,2125,86778,63171,6118,14342,48829,1
202013,31MAR21,01APR20,31MAR21,303,Clinical Haematology,55520,50695,8930,46590,44572,53492,2520,236674,197457,9489,22250,175207,1
202013,31MAR21,01APR20,31MAR21,304,Clinical Physiology,8,7,2,6,6,7,1,58413,44705,3591,21977,22728,1
202013,31MAR21,01APR20,31MAR21,305,Clinical Pharmacology,526,202,491,35,32,222,130,1577,1219,120,227,992,1
202013,31MAR21,01APR20,31MAR21,306,Hepatology,3338,2089,2147,1191,1041,1838,271,45504,32636,5079,6391,26245,1
202013,31MAR21,01APR20,31MAR21,307,Diabetic Medicine,6737,2150,6312,425,397,2707,2122,139388,109329,11281,16241,92883,1
202013,31MAR21,01APR20,31MAR21,308,Bone & Marrow Transplantation,430,360,226,204,183,373,29,3755,3211,114,129,3082,1
202013,31MAR21,01APR20,31MAR21,309,Haemophilia,234,220,27,207,206,230,17,4706,3602,380,477,3125,1
202013,31MAR21,01APR20,31MAR21,310,Audiological Medicine,1,0,0,1,0,1,0,30375,24368,1690,7785,16583,1
202013,31MAR21,01APR20,31MAR21,311,Clinical Genetics,4,2,3,1,1,3,1,9999,8320,544,4881,3439,1
202013,31MAR21,01APR20,31MAR21,313,Clinical Immunology & Allergy,845,799,15,830,791,841,6,5972,4448,523,1295,3153,1
202013,31MAR21,01APR20,31MAR21,314,Rehabilitation,5332,2557,5245,87,49,2765,547,21355,16627,1371,3509,12243,1
202013,31MAR21,01APR20,31MAR21,315,Palliative Medicine,810,163,791,19,17,315,176,10809,10133,172,2055,8078,1
202013,31MAR21,01APR20,31MAR21,316,Clinical Immunology,721,713,13,708,700,721,0,3931,3033,234,475,2558,1
202013,31MAR21,01APR20,31MAR21,317,Allergy,696,665,11,685,655,696,3,10926,8110,939,3070,5040,1
202013,31MAR21,01APR20,31MAR21,318,Intermediate Care,1241,299,1241,0,0,616,57,87884,87126,544,13766,73360,1
202013,31MAR21,01APR20,31MAR21,319,Respite Care,221,0,221,0,0,221,0,,,,,,
202013,31MAR21,01APR20,31MAR21,320,Cardiology,56101,36467,40518,15583,14588,31616,11939,390403,309156,23734,127903,181253,1
202013,31MAR21,01APR20,31MAR21,321,Paediatric Cardiology,1044,890,682,362,348,808,122,21389,16175,1345,4617,11558,1
202013,31MAR21,01APR20,31MAR21,322,Clinical Microbiology,29,27,7,22,21,27,4,9794,8287,691,3917,4370,1
202013,31MAR21,01APR20,31MAR21,323,Spinal Injuries,199,177,158,41,40,175,25,2859,2363,152,195,2168,1
202013,31MAR21,01APR20,31MAR21,324,Anticoagulant Service,4,4,1,3,3,3,0,68808,60478,3716,5209,55269,1
202013,31MAR21,01APR20,31MAR21,325,Sport & Exercise Medicine,1032,370,1032,0,0,976,971,1562,989,75,362,627,1
202013,31MAR21,01APR20,31MAR21,327,Cardiac Rehabilitation,4,2,4,0,0,3,2,10027,8261,569,1450,6721,1
202013,31MAR21,01APR20,31MAR21,328,Stroke Medicine,12263,6969,12235,28,23,5818,5496,10030,8050,484,3936,4114,1
202013,31MAR21,01APR20,31MAR21,329,Transient Ischaemic Attack,193,118,189,4,4,134,128,9919,8544,317,6780,1764,1
202013,31MAR21,01APR20,31MAR21,330,Dermatology,12033,11288,295,11738,11127,11965,88,367406,286557,20807,93158,193399,1
202013,31MAR21,01APR20,31MAR21,331,Congenital Heart Disease Service,69,58,51,18,17,63,22,6233,4096,384,853,3243,1
202013,31MAR21,01APR20,31MAR21,340,Respiratory Medicine (Thoracic Medicine),41864,17357,36128,5736,4831,15444,8586,227256,176660,14149,53645,122968,1
202013,31MAR21,01APR20,31MAR21,341,Respiratory Physiology,665,615,428,237,205,642,11,54725,42635,3934,13316,29319,1
202013,31MAR21,01APR20,31MAR21,342,Programmed Pulmonary Rehabilitation,,,,,,,,2298,2097,75,359,1738,1
202013,31MAR21,01APR20,31MAR21,343,Adult Cystic Fibrosis,292,113,174,118,54,238,51,2289,1847,179,55,1792,1
202013,31MAR21,01APR20,31MAR21,344,Complex Specialised Rehabilitation Service,43,37,43,0,0,12,1,1073,933,118,174,759,1
202013,31MAR21,01APR20,31MAR21,345,Specialist Rehabilitation Service,23,15,23,0,0,4,0,350,314,23,16,298,1
202013,31MAR21,01APR20,31MAR21,346,Local Specialist Rehabilitation Service,17,10,17,0,0,5,0,183,153,29,31,122,1
202013,31MAR21,01APR20,31MAR21,348,Post COVID-19 Syndrome Service,,,,,,,,25,24,1,6,18,1
202013,31MAR21,01APR20,31MAR21,350,Infectious Diseases,3402,1362,3049,353,312,1123,700,125997,103349,6592,19782,83567,1
202013,31MAR21,01APR20,31MAR21,352,Tropical Medicine,22,12,21,1,1,9,8,15311,6179,164,1640,4539,1
202013,31MAR21,01APR20,31MAR21,360,Genitourinary Medicine,214,100,185,29,29,75,35,10508,8715,1106,1280,7435,1
202013,31MAR21,01APR20,31MAR21,361,Nephrology,14910,9040,11174,3736,3432,8048,3153,125933,100120,6588,8954,90719,1
202013,31MAR21,01APR20,31MAR21,370,Medical Oncology,35875,31890,6672,29203,27573,35025,3408,223493,191404,3439,15213,176191,1
202013,31MAR21,01APR20,31MAR21,371,Nuclear Medicine,44,42,20,24,24,44,0,3368,2906,69,993,1913,1
202013,31MAR21,01APR20,31MAR21,400,Neurology,13426,11149,5147,8279,7851,11380,2178,195772,144305,13143,42500,101122,1
202013,31MAR21,01APR20,31MAR21,401,Clinical Neuro-physiology,146,142,36,110,109,145,2,18885,15704,1322,14261,1443,1
202013,31MAR21,01APR20,31MAR21,410,Rheumatology,11560,10252,1446,10114,9535,10981,469,262855,197367,14305,30396,166970,1
202013,31MAR21,01APR20,31MAR21,420,Paediatrics,55525,10334,51187,4338,3247,52408,41282,196098,151920,14473,64644,87233,1
202013,31MAR21,01APR20,31MAR21,421,Paediatric Neurology,1065,856,413,652,557,974,134,11584,8830,691,1893,6937,1
202013,31MAR21,01APR20,31MAR21,422,Neonatology,13967,5431,13956,11,11,11101,623,7777,6431,476,2328,4103,1
202013,31MAR21,01APR20,31MAR21,424,Well Babies,34564,1502,34563,1,1,34023,329,2274,1733,248,589,1144,1
202013,31MAR21,01APR20,31MAR21,430,Geriatric Medicine,74574,23091,73534,1040,839,25468,22958,36162,27840,1832,12026,15756,1
202013,31MAR21,01APR20,31MAR21,450,Dental Medicine Specialties,175,173,3,172,171,175,2,9359,7139,796,2107,4809,1
202013,31MAR21,01APR20,31MAR21,460,Medical Ophthalmology,717,714,6,711,709,716,0,8678,6941,611,1098,5843,1
202013,31MAR21,01APR20,31MAR21,499,"Non-UK Provider; specialty function not known, treatment mainly medical",4,0,4,0,0,4,4,,,,,,
202013,31MAR21,01APR20,31MAR21,501,Obstetrics,80957,45181,80225,732,688,77966,1500,393585,325641,21287,84636,240945,1
202013,31MAR21,01APR20,31MAR21,502,Gynaecology,38442,24186,24839,13603,12213,37003,16965,379797,294969,20029,140973,153995,1
202013,31MAR21,01APR20,31MAR21,503,Gynaecological Oncology,1578,1416,1159,419,399,1472,80,27155,21408,1264,8930,12478,1
202013,31MAR21,01APR20,31MAR21,560,Midwife episode,18203,7497,18184,19,0,17444,155,324292,268807,15223,56288,212519,1
202013,31MAR21,01APR20,31MAR21,650,Physiotherapy,36,28,11,25,25,32,4,333035,279910,22947,78762,199971,1
202013,31MAR21,01APR20,31MAR21,651,Occupational Therapy,0,0,0,0,0,0,0,42070,36152,2558,11158,24988,1
202013,31MAR21,01APR20,31MAR21,652,Speech and Language Therapy,,,,,,,,20661,18177,669,3768,14383,1
202013,31MAR21,01APR20,31MAR21,653,Podiatry,89,71,1,88,70,89,0,58641,49890,2577,7221,40610,1
202013,31MAR21,01APR20,31MAR21,654,Dietetics,2,1,0,2,1,2,0,67773,57859,4078,15695,42093,1
202013,31MAR21,01APR20,31MAR21,655,Orthoptics,4,2,2,2,2,3,1,46731,33829,5261,7930,25899,1
202013,31MAR21,01APR20,31MAR21,656,Clinical Psychology,6,1,5,1,1,6,2,19603,16711,1313,2681,14030,1
202013,31MAR21,01APR20,31MAR21,657,Prosthetics,,,,,,,,1105,978,32,133,845,1
202013,31MAR21,01APR20,31MAR21,658,Orthotics,2,1,2,0,0,2,2,24276,19788,1594,6883,12905,1
202013,31MAR21,01APR20,31MAR21,660,Art Therapy,,,,,,,,25,25,0,0,25,1
202013,31MAR21,01APR20,31MAR21,661,Music Therapy,,,,,,,,1,1,0,0,1,1
202013,31MAR21,01APR20,31MAR21,662,Optometry,1,1,0,1,1,1,0,9623,7358,711,2390,4968,1
202013,31MAR21,01APR20,31MAR21,663,Podiatric Surgery,56,51,1,55,50,56,0,2118,1304,125,240,1064,1
202013,31MAR21,01APR20,31MAR21,700,Learning Disability (previously MH),205,0,188,17,0,173,30,14954,12854,978,3219,9635,1
202013,31MAR21,01APR20,31MAR21,710,Adult Mental Illness,5348,19,5346,2,0,3711,2905,125616,98608,13608,12443,86165,1
202013,31MAR21,01APR20,31MAR21,711,Child & Adolescent Psychiatry,149,3,145,4,2,123,53,44143,37802,3409,6237,31565,1
202013,31MAR21,01APR20,31MAR21,712,Forensic Psychiatry,127,0,127,0,0,54,14,1456,1335,60,224,1111,1
202013,31MAR21,01APR20,31MAR21,713,Psychotherapy,18,17,0,18,17,18,0,5242,4112,296,405,3707,1
202013,31MAR21,01APR20,31MAR21,715,Old Age Psychiatry,946,14,946,0,0,735,453,22470,18623,774,3499,15124,1
202013,31MAR21,01APR20,31MAR21,720,Eating Disorders,4,0,4,0,0,4,0,1887,1635,70,156,1479,1
202013,31MAR21,01APR20,31MAR21,721,Addiction Services,32,18,32,0,0,32,1,239,126,72,39,87,1
202013,31MAR21,01APR20,31MAR21,722,Liaison Psychiatry,6,1,6,0,0,6,5,1400,1214,85,407,807,1
202013,31MAR21,01APR20,31MAR21,723,Psychiatric Intensive Care,37,0,37,0,0,24,7,,,,,,
202013,31MAR21,01APR20,31MAR21,724,Perinatal Psychiatry,10,0,10,0,0,10,4,710,477,89,35,442,1
202013,31MAR21,01APR20,31MAR21,725,Mental Health Recovery and Rehabilitation Service,5,0,5,0,0,5,3,442,316,59,66,250,1
202013,31MAR21,01APR20,31MAR21,727,Dementia Assessment Service,,,,,,,,324,316,6,29,287,1
202013,31MAR21,01APR20,31MAR21,800,Clinical Oncology (previously Radiotherapy),35130,31445,5283,29847,28424,33982,2559,276479,245557,4182,34843,210708,1
202013,31MAR21,01APR20,31MAR21,811,Interventional Radiology,5657,5184,1563,4094,3888,4703,69,7011,6457,171,3908,2549,1
202013,31MAR21,01APR20,31MAR21,812,Diagnostic Imaging,792,734,104,688,643,748,6,413461,394225,4686,241405,152818,1
202013,31MAR21,01APR20,31MAR21,822,Chemical Pathology,330,306,37,293,287,317,13,10181,7239,841,1751,5488,1
202013,31MAR21,01APR20,31MAR21,834,Medical Virology,1,0,1,0,0,1,0,25165,19637,994,11956,7681,1
202013,31MAR21,01APR20,31MAR21,840,Audiology,4,3,2,2,2,4,2,108960,98837,4413,39530,59307,1
202013,31MAR21,01APR20,31MAR21,920,Diabetic Education Service,,,,,,,,276,266,8,84,182,1
202013,28FEB21,01APR20,31MAR21,&,Not Known,608,349,488,120,94,531,87,8158,6685,500,1428,5220,1
202013,28FEB21,01APR20,31MAR21,100,General Surgery,85000,57657,55496,29504,27559,76025,41409,196607,155078,10326,59258,95820,1
202013,28FEB21,01APR20,31MAR21,101,Urology,39775,32181,18695,21080,19310,36753,9109,277319,210323,14648,59956,150367,1
202013,28FEB21,01APR20,31MAR21,102,Transplantation Surgery,640,491,492,148,136,460,200,7131,5510,401,387,5123,1
202013,28FEB21,01APR20,31MAR21,103,Breast Surgery,4396,4223,1355,3041,2943,4348,64,134784,110265,5986,54786,55479,1
202013,28FEB21,01APR20,31MAR21,104,Colorectal Surgery,18391,15686,6148,12243,11866,16784,2922,87029,67561,4584,29908,37653,1
202013,28FEB21,01APR20,31MAR21,105,Hepatobiliary & Pancreatic Surgery,1933,1273,1774,159,149,1264,666,7614,5812,399,1597,4215,1
202013,28FEB21,01APR20,31MAR21,106,Upper Gastrointestinal Surgery,5621,4651,2423,3198,3069,4851,1148,17781,13862,1186,5987,7875,1
202013,28FEB21,01APR20,31MAR21,107,Vascular Surgery,5377,4045,4204,1173,1053,4271,1931,46913,32817,2947,13116,19701,1
202013,28FEB21,01APR20,31MAR21,108,Spinal Surgery Service,2550,2114,1619,931,875,2230,563,27846,21237,1366,6370,14867,1
202013,28FEB21,01APR20,31MAR21,110,Trauma & Orthopaedics,44753,37162,30751,14002,13318,39447,17355,524499,406864,29750,134854,272009,1
202013,28FEB21,01APR20,31MAR21,120,"Ear, Nose & Throat (ENT)",10150,8028,6119,4031,3811,9665,3847,233245,166863,16561,66110,100753,1
202013,28FEB21,01APR20,31MAR21,130,Ophthalmology,38986,37294,1889,37097,35997,38848,772,672249,494781,48860,116799,376389,1
202013,28FEB21,01APR20,31MAR21,140,Oral Surgery,6053,5646,903,5150,4932,5958,486,69858,52463,5373,22372,28937,1
202013,28FEB21,01APR20,31MAR21,141,Restorative Dentistry,249,231,19,230,224,234,3,25756,19153,1349,3067,13862,1
202013,28FEB21,01APR20,31MAR21,142,Paediatric Dentistry,998,904,27,971,878,998,3,10578,7629,1024,2018,5168,1
202013,28FEB21,01APR20,31MAR21,143,Orthodontics,9,8,2,7,6,9,1,56006,39434,3492,2730,36383,1
202013,28FEB21,01APR20,31MAR21,144,Maxillo Facial Surgery,4555,3930,1636,2919,2726,4429,1046,47679,34054,3470,12455,21599,1
202013,28FEB21,01APR20,31MAR21,145,Oral and Maxillfacial Surgery Service,,,,,,,,187,175,12,9,166,1
202013,28FEB21,01APR20,31MAR21,150,Neurosurgery,4750,3909,4132,618,574,3656,1538,34216,25947,1713,9106,16841,1
202013,28FEB21,01APR20,31MAR21,160,Plastic Surgery,13181,11852,3590,9591,8989,12954,2426,85290,63129,4577,18059,44707,1
202013,28FEB21,01APR20,31MAR21,161,Burns Care,400,247,365,35,32,363,285,5835,4664,290,1144,3520,1
202013,28FEB21,01APR20,31MAR21,170,Cardiothoracic Surgery,563,463,556,7,5,391,71,3711,2967,126,947,2020,1
202013,28FEB21,01APR20,31MAR21,171,Paediatric Surgery,3211,2381,2174,1037,942,2770,1102,17449,12529,1262,5111,7418,1
202013,28FEB21,01APR20,31MAR21,172,Cardiac Surgery,1129,898,1123,6,6,672,176,4972,4064,189,1204,2860,1
202013,28FEB21,01APR20,31MAR21,173,Thoracic Surgery,1509,1304,1441,68,61,1326,205,5207,4329,217,1129,3200,1
202013,28FEB21,01APR20,31MAR21,174,Cardiothoracic Transplantation,70,61,59,11,11,57,23,473,401,22,26,375,1
202013,28FEB21,01APR20,31MAR21,180,Accident & Emergency (A&E),41110,9875,41072,38,31,40409,40324,14659,12688,752,9672,3016,1
202013,28FEB21,01APR20,31MAR21,190,Anaesthetics,712,588,448,264,251,481,175,65322,54402,2371,25176,29226,1
202013,28FEB21,01APR20,31MAR21,191,Pain Management,5804,5255,157,5647,5140,5729,76,67015,52202,4727,13499,38703,1
202013,28FEB21,01APR20,31MAR21,192,Critical Care Medicine,3602,2680,3598,4,4,1405,1176,859,685,61,250,435,1
202013,28FEB21,01APR20,31MAR21,199,"Non-UK Provider; specialty function not known, treatment mainly surgical",629,0,629,0,0,169,82,25,0,5,0,0,1
202013,28FEB21,01APR20,31MAR21,211,Paediatric Urology,1084,958,449,635,583,1048,118,8621,6183,644,1887,4296,1
202013,28FEB21,01APR20,31MAR21,212,Paediatric Transplantation Surgery,10,8,8,2,1,8,2,15,14,0,1,13,1
202013,28FEB21,01APR20,31MAR21,213,Paediatric Gastrointestinal Surgery,5,5,4,1,1,5,0,12,7,1,7,0,1
202013,28FEB21,01APR20,31MAR21,214,Paediatric Trauma and Orthopaedics,1109,956,759,350,314,1051,341,30375,21122,2567,7465,13657,1
202013,28FEB21,01APR20,31MAR21,215,Paediatric Ear Nose and Throat,954,824,511,443,417,914,162,16818,11132,1263,3958,7174,1
202013,28FEB21,01APR20,31MAR21,216,Paediatric Ophthalmology,299,276,63,236,222,297,10,40381,26578,4673,7057,19521,1
202013,28FEB21,01APR20,31MAR21,217,Paediatric Maxillo-facial Surgery,178,151,117,61,58,172,93,1702,1262,127,508,754,1
202013,28FEB21,01APR20,31MAR21,218,Paediatric Neurosurgery,622,532,426,196,187,492,118,2551,2028,128,462,1566,1
202013,28FEB21,01APR20,31MAR21,219,Paediatric Plastic Surgery,885,776,509,376,347,874,374,7382,5788,498,1710,4078,1
202013,28FEB21,01APR20,31MAR21,220,Paediatric Burns Care,258,219,230,28,27,245,188,2444,2110,119,479,1631,1
202013,28FEB21,01APR20,31MAR21,221,Paediatric Cardiac Surgery,203,183,198,5,5,113,12,153,144,4,56,88,1
202013,28FEB21,01APR20,31MAR21,222,Paediatric Thoracic Surgery,,,,,,,,16,16,0,8,8,1
202013,28FEB21,01APR20,31MAR21,223,Paediatric Epilepsy,35,25,26,9,7,35,6,4529,3598,287,557,3041,1
202013,28FEB21,01APR20,31MAR21,241,Paediatric Pain Management,,,,,,,,413,348,16,66,282,1
202013,28FEB21,01APR20,31MAR21,242,Paediatric Intensive Care,617,455,617,0,0,253,202,184,165,18,14,151,1
202013,28FEB21,01APR20,31MAR21,251,Paediatric Gastroenterology,1985,1788,420,1565,1495,1933,130,12519,9244,808,1819,7425,1
202013,28FEB21,01APR20,31MAR21,252,Paediatric Endocrinology,876,789,131,745,709,857,27,9694,7143,666,1175,5967,1
202013,28FEB21,01APR20,31MAR21,253,Paediatric Clinical Haematology,2371,2112,482,1889,1812,2304,191,7944,6193,421,685,5508,1
202013,28FEB21,01APR20,31MAR21,254,Paediatric Audiological Medicine,25,23,5,20,19,22,0,6984,4918,662,1991,2927,1
202013,28FEB21,01APR20,31MAR21,255,Paediatric Clinical Immunology and Allergy,638,507,46,592,478,632,23,9958,6553,762,1950,4603,1
202013,28FEB21,01APR20,31MAR21,256,Paediatric Infectious Diseases,152,69,94,58,18,94,28,750,537,62,136,401,1
202013,28FEB21,01APR20,31MAR21,257,Paediatric Dermatology,169,116,42,127,91,168,10,15704,10936,1317,3383,7553,1
202013,28FEB21,01APR20,31MAR21,258,Paediatric Respiratory Medicine,997,847,739,258,229,921,102,13597,10015,1196,2491,7524,1
202013,28FEB21,01APR20,31MAR21,259,Paediatric Nephrology,965,825,291,674,642,869,86,6505,4949,366,538,4411,1
